ncessch,zip,locale,title1_status,total_n,fr_lnch_n,red_lnch_n,pupil_tch_ratio,ipr_est,st_schid,lea_cwiftest,fr_lnch_prop,red_lnch_prop,enrl_grd,percent_level_4,percent_level_3,percent_level_2,percent_level_1,wealth_prop,mid_prop,pov_prop,bachelors_pct,high_school,no_diploma_pct,high_ed
410002301373,97124,12-City: Mid-size,6-Not eligible for either TAS or SWP,560,99,27,22,451,1285,1.053,0.1767857142857143,0.048214285714285716,5,40.5,39.2,7.6,12.7,0.101159114857745,0.19430979978925184,0.13382507903055849,22,18.9,5.6,22
410002301373,97124,12-City: Mid-size,6-Not eligible for either TAS or SWP,560,99,27,22,451,1285,1.053,0.1767857142857143,0.048214285714285716,6,43.6,30.8,19.2,6.4,0.101159114857745,0.19430979978925184,0.13382507903055849,22,18.9,5.6,22
411004001365,97219,11-City: Large,6-Not eligible for either TAS or SWP,747,121,25,21.45,415,1277,0.999,0.16198125836680052,0.03346720214190094,6,34.6,38.1,15.2,12.1,0.20870748299319727,0.13687074829931972,0.13142857142857142,32.5,11.3,1.5,30.7
411004001365,97219,11-City: Large,6-Not eligible for either TAS or SWP,747,121,25,21.45,415,1277,0.999,0.16198125836680052,0.03346720214190094,7,38.8,40.4,15.5,5.3,0.20870748299319727,0.13687074829931972,0.13142857142857142,32.5,11.3,1.5,30.7
411004001365,97219,11-City: Large,6-Not eligible for either TAS or SWP,747,121,25,21.45,415,1277,0.999,0.16198125836680052,0.03346720214190094,8,33.3,40.7,16.2,9.8,0.20870748299319727,0.13687074829931972,0.13142857142857142,32.5,11.3,1.5,30.7
410804000432,97530,22-Suburb: Mid-size,6-Not eligible for either TAS or SWP,402,129,9,18.79,305,412,0.886,0.3208955223880597,0.022388059701492536,3,41.5,18.9,26.4,13.2,0,0.25925925925925924,0.48148148148148145,18.4,22.4,3.6,18.8
410804000432,97530,22-Suburb: Mid-size,6-Not eligible for either TAS or SWP,402,129,9,18.79,305,412,0.886,0.3208955223880597,0.022388059701492536,4,43.6,21.8,21.8,12.7,0,0.25925925925925924,0.48148148148148145,18.4,22.4,3.6,18.8
410804000432,97530,22-Suburb: Mid-size,6-Not eligible for either TAS or SWP,402,129,9,18.79,305,412,0.886,0.3208955223880597,0.022388059701492536,5,37.3,37.3,18.6,6.8,0,0.25925925925925924,0.48148148148148145,18.4,22.4,3.6,18.8
410804000432,97530,22-Suburb: Mid-size,6-Not eligible for either TAS or SWP,402,129,9,18.79,305,412,0.886,0.3208955223880597,0.022388059701492536,6,43.1,37.3,17.6,2,0,0.25925925925925924,0.48148148148148145,18.4,22.4,3.6,18.8
410192001445,97229,21-Suburb: Large,6-Not eligible for either TAS or SWP,727,38,2,19.92,798,3437,1.051,0.052269601100412656,0.002751031636863824,3,72.4,17.9,6.5,3.3,0.3361270401411557,0.10307307748860461,0.08425231583590649,35.1,9.2,1.9,31.5
410192001445,97229,21-Suburb: Large,6-Not eligible for either TAS or SWP,727,38,2,19.92,798,3437,1.051,0.052269601100412656,0.002751031636863824,4,69.2,24.1,3.8,3,0.3361270401411557,0.10307307748860461,0.08425231583590649,35.1,9.2,1.9,31.5
410192001445,97229,21-Suburb: Large,6-Not eligible for either TAS or SWP,727,38,2,19.92,798,3437,1.051,0.052269601100412656,0.002751031636863824,5,63.6,29.5,3.9,3.1,0.3361270401411557,0.10307307748860461,0.08425231583590649,35.1,9.2,1.9,31.5
411004000906,97203,11-City: Large,5-Eligible for Title I SWP provides SWP program,347,196,33,15.42,374,862,0.999,0.5648414985590778,0.09510086455331412,3,27.3,18.2,20.5,34.1,0.031151419558359622,0.2634069400630915,0.23146687697160884,20.7,22.6,7.5,15.2
411004000906,97203,11-City: Large,5-Eligible for Title I SWP provides SWP program,347,196,33,15.42,374,862,0.999,0.5648414985590778,0.09510086455331412,4,11.3,14.5,11.3,62.9,0.031151419558359622,0.2634069400630915,0.23146687697160884,20.7,22.6,7.5,15.2
411004000906,97203,11-City: Large,5-Eligible for Title I SWP provides SWP program,347,196,33,15.42,374,862,0.999,0.5648414985590778,0.09510086455331412,5,15.1,28.3,20.8,35.8,0.031151419558359622,0.2634069400630915,0.23146687697160884,20.7,22.6,7.5,15.2
411224001192,97224,21-Suburb: Large,5-Eligible for Title I SWP provides SWP program,556,187,36,20.33,486,1139,1.049,0.3363309352517986,0.06474820143884892,3,21.6,28.9,21.6,27.8,0.13473497186852235,0.18152206100088836,0.1471720461948475,29,22.5,3,17.6
411224001192,97224,21-Suburb: Large,5-Eligible for Title I SWP provides SWP program,556,187,36,20.33,486,1139,1.049,0.3363309352517986,0.06474820143884892,4,23.2,30.5,19.5,26.8,0.13473497186852235,0.18152206100088836,0.1471720461948475,29,22.5,3,17.6
411224001192,97224,21-Suburb: Large,5-Eligible for Title I SWP provides SWP program,556,187,36,20.33,486,1139,1.049,0.3363309352517986,0.06474820143884892,5,18.4,42.9,17.3,21.4,0.13473497186852235,0.18152206100088836,0.1471720461948475,29,22.5,3,17.6
411082001536,97301,12-City: Mid-size,6-Not eligible for either TAS or SWP,98,18,2,21.78,191,4210,0.902,0.1836734693877551,0.02040816326530612,6,30.3,42.4,15.2,12.1,0.007951356407857811,0.3468194574368569,0.30519176800748365,10.7,28.4,12,4.8
411082001536,97301,12-City: Mid-size,6-Not eligible for either TAS or SWP,98,18,2,21.78,191,4210,0.902,0.1836734693877551,0.02040816326530612,7,48.5,33.3,15.2,3,0.007951356407857811,0.3468194574368569,0.30519176800748365,10.7,28.4,12,4.8
411082001536,97301,12-City: Mid-size,6-Not eligible for either TAS or SWP,98,18,2,21.78,191,4210,0.902,0.1836734693877551,0.02040816326530612,8,30,36.7,26.7,6.7,0.007951356407857811,0.3468194574368569,0.30519176800748365,10.7,28.4,12,4.8
410674000656,97741,41-Rural: Fringe,5-Eligible for Title I SWP provides SWP program,487,351,31,20.51,202,1773,0.88,0.7207392197125256,0.063655030800821355,6,8.9,26.8,31.8,32.5,0,0.22727272727272727,0.4090909090909091,11.5,35.4,10.9,7
410674000656,97741,41-Rural: Fringe,5-Eligible for Title I SWP provides SWP program,487,351,31,20.51,202,1773,0.88,0.7207392197125256,0.063655030800821355,7,10.5,27.2,27.8,34.6,0,0.22727272727272727,0.4090909090909091,11.5,35.4,10.9,7
410674000656,97741,41-Rural: Fringe,5-Eligible for Title I SWP provides SWP program,487,351,31,20.51,202,1773,0.88,0.7207392197125256,0.063655030800821355,8,11.3,41.8,33.3,13.5,0,0.22727272727272727,0.4090909090909091,11.5,35.4,10.9,7
410348000042,97330,13-City: Small,6-Not eligible for either TAS or SWP,335,84,13,16.46,353,35,0.875,0.2507462686567164,0.03880597014925373,3,44.6,23.1,20,12.3,0.11283185840707964,0.18078381795195955,0.2127054361567636,28.3,11.7,3.2,30.3
410348000042,97330,13-City: Small,6-Not eligible for either TAS or SWP,335,84,13,16.46,353,35,0.875,0.2507462686567164,0.03880597014925373,4,39.5,25.6,16.3,18.6,0.11283185840707964,0.18078381795195955,0.2127054361567636,28.3,11.7,3.2,30.3
410348000042,97330,13-City: Small,6-Not eligible for either TAS or SWP,335,84,13,16.46,353,35,0.875,0.2507462686567164,0.03880597014925373,5,34.9,27,15.9,22.2,0.11283185840707964,0.18078381795195955,0.2127054361567636,28.3,11.7,3.2,30.3
410804000433,97501,41-Rural: Fringe,5-Eligible for Title I SWP provides SWP program,453,336,34,21.11,229,413,0.886,0.7417218543046358,0.07505518763796909,3,25,23.5,27.9,23.5,0.04105909439754413,0.24865694551036072,0.2229470452801228,10.5,29.2,10.4,6.7
410804000433,97501,41-Rural: Fringe,5-Eligible for Title I SWP provides SWP program,453,336,34,21.11,229,413,0.886,0.7417218543046358,0.07505518763796909,4,26,14,36,24,0.04105909439754413,0.24865694551036072,0.2229470452801228,10.5,29.2,10.4,6.7
410804000433,97501,41-Rural: Fringe,5-Eligible for Title I SWP provides SWP program,453,336,34,21.11,229,413,0.886,0.7417218543046358,0.07505518763796909,5,23.3,43.8,13.7,19.2,0.04105909439754413,0.24865694551036072,0.2229470452801228,10.5,29.2,10.4,6.7
410804000433,97501,41-Rural: Fringe,5-Eligible for Title I SWP provides SWP program,453,336,34,21.11,229,413,0.886,0.7417218543046358,0.07505518763796909,6,25,42.9,25,7.1,0.04105909439754413,0.24865694551036072,0.2229470452801228,10.5,29.2,10.4,6.7
410671000769,97352,23-Suburb: Small,5-Eligible for Title I SWP provides SWP program,380,183,38,20,219,721,0.914,0.48157894736842105,0.1,3,11.7,23.3,40,25,0.02707275803722504,0.23519458544839256,0.1996615905245347,11.6,25.9,5.7,3.7
410671000769,97352,23-Suburb: Small,5-Eligible for Title I SWP provides SWP program,380,183,38,20,219,721,0.914,0.48157894736842105,0.1,4,16.4,13.1,26.2,44.3,0.02707275803722504,0.23519458544839256,0.1996615905245347,11.6,25.9,5.7,3.7
410671000769,97352,23-Suburb: Small,5-Eligible for Title I SWP provides SWP program,380,183,38,20,219,721,0.914,0.48157894736842105,0.1,5,11.6,34.8,18.8,34.8,0.02707275803722504,0.23519458544839256,0.1996615905245347,11.6,25.9,5.7,3.7
410671000770,97352,41-Rural: Fringe,6-Not eligible for either TAS or SWP,259,116,33,18.01,242,723,0.914,0.44787644787644787,0.1274131274131274,NA,NA,NA,NA,NA,0.02707275803722504,0.23519458544839256,0.1996615905245347,11.6,25.9,5.7,3.7
411004000964,97217,11-City: Large,6-Not eligible for either TAS or SWP,653,319,55,13.42,290,913,0.999,0.4885145482388974,0.08422664624808576,NA,NA,NA,NA,NA,0.06688851913477538,0.2286189683860233,0.19933444259567387,27,16.6,5.1,17.6
410671001294,97352,41-Rural: Fringe,6-Not eligible for either TAS or SWP,207,96,20,17.47,246,722,0.914,0.463768115942029,0.0966183574879227,6,7.9,30.2,38.1,23.8,0.02707275803722504,0.23519458544839256,0.1996615905245347,11.6,25.9,5.7,3.7
410671001294,97352,41-Rural: Fringe,6-Not eligible for either TAS or SWP,207,96,20,17.47,246,722,0.914,0.463768115942029,0.0966183574879227,7,8.5,35.6,20.3,35.6,0.02707275803722504,0.23519458544839256,0.1996615905245347,11.6,25.9,5.7,3.7
410671001294,97352,41-Rural: Fringe,6-Not eligible for either TAS or SWP,207,96,20,17.47,246,722,0.914,0.463768115942029,0.0966183574879227,8,4.5,36.4,25.8,33.3,0.02707275803722504,0.23519458544839256,0.1996615905245347,11.6,25.9,5.7,3.7
410933000117,97267,21-Suburb: Large,5-Eligible for Title I SWP provides SWP program,240,85,21,21.94,258,110,0.972,0.3541666666666667,0.0875,NA,NA,NA,NA,NA,0.04427645788336933,0.21634269258459324,0.17638588912886968,15.7,26.7,6,10.1
410675000158,97138,43-Rural: Remote,2-Eligible for Title I TAS provides TAS program,155,57,9,9.12,262,3352,0.872,0.36774193548387096,0.05806451612903226,3,NA,NA,NA,NA,0.046153846153846156,0.27362637362637365,0.26043956043956046,14.6,29.3,7.5,8.6
410675000158,97138,43-Rural: Remote,2-Eligible for Title I TAS provides TAS program,155,57,9,9.12,262,3352,0.872,0.36774193548387096,0.05806451612903226,4,0,18.2,36.4,45.5,0.046153846153846156,0.27362637362637365,0.26043956043956046,14.6,29.3,7.5,8.6
410675000158,97138,43-Rural: Remote,2-Eligible for Title I TAS provides TAS program,155,57,9,9.12,262,3352,0.872,0.36774193548387096,0.05806451612903226,5,10,30,30,30,0.046153846153846156,0.27362637362637365,0.26043956043956046,14.6,29.3,7.5,8.6
410675000158,97138,43-Rural: Remote,2-Eligible for Title I TAS provides TAS program,155,57,9,9.12,262,3352,0.872,0.36774193548387096,0.05806451612903226,6,15.4,38.5,30.8,15.4,0.046153846153846156,0.27362637362637365,0.26043956043956046,14.6,29.3,7.5,8.6
410675000158,97138,43-Rural: Remote,2-Eligible for Title I TAS provides TAS program,155,57,9,9.12,262,3352,0.872,0.36774193548387096,0.05806451612903226,7,9.1,45.5,9.1,36.4,0.046153846153846156,0.27362637362637365,0.26043956043956046,14.6,29.3,7.5,8.6
410675000158,97138,43-Rural: Remote,2-Eligible for Title I TAS provides TAS program,155,57,9,9.12,262,3352,0.872,0.36774193548387096,0.05806451612903226,8,NA,NA,NA,NA,0.046153846153846156,0.27362637362637365,0.26043956043956046,14.6,29.3,7.5,8.6
410294000403,97502,22-Suburb: Mid-size,5-Eligible for Title I SWP provides SWP program,631,379,39,20.89,126,383,0.886,0.6006339144215531,0.061806656101426306,3,14.9,19.5,29.9,35.6,0.009115770282588878,0.33546034639927075,0.2725615314494075,12,33.6,7.8,6.7
410294000403,97502,22-Suburb: Mid-size,5-Eligible for Title I SWP provides SWP program,631,379,39,20.89,126,383,0.886,0.6006339144215531,0.061806656101426306,4,11.4,17.1,25.7,45.7,0.009115770282588878,0.33546034639927075,0.2725615314494075,12,33.6,7.8,6.7
410294000403,97502,22-Suburb: Mid-size,5-Eligible for Title I SWP provides SWP program,631,379,39,20.89,126,383,0.886,0.6006339144215531,0.061806656101426306,5,21.3,31.9,21.3,25.5,0.009115770282588878,0.33546034639927075,0.2725615314494075,12,33.6,7.8,6.7
410872001674,97132,31-Town: Fringe,5-Eligible for Title I SWP provides SWP program,311,243,26,15.94,321,4342,0.972,0.7813504823151125,0.08360128617363344,3,19.6,25.5,21.6,33.3,0.06941907197661673,0.20168067226890757,0.16331750091340885,18.9,27.2,5.8,11.5
410872001674,97132,31-Town: Fringe,5-Eligible for Title I SWP provides SWP program,311,243,26,15.94,321,4342,0.972,0.7813504823151125,0.08360128617363344,4,18.5,25.9,25.9,29.6,0.06941907197661673,0.20168067226890757,0.16331750091340885,18.9,27.2,5.8,11.5
410872001674,97132,31-Town: Fringe,5-Eligible for Title I SWP provides SWP program,311,243,26,15.94,321,4342,0.972,0.7813504823151125,0.08360128617363344,5,21.7,23.9,21.7,32.6,0.06941907197661673,0.20168067226890757,0.16331750091340885,18.9,27.2,5.8,11.5
411071000298,97470,33-Town: Remote,2-Eligible for Title I TAS provides TAS program,749,295,83,19.44,202,278,0.884,0.3938584779706275,0.11081441922563418,6,11.6,35.2,29.2,24,0.04961678096006454,0.23275514320290439,0.22670431625655507,9.3,32.8,7.8,7.4
411071000298,97470,33-Town: Remote,2-Eligible for Title I TAS provides TAS program,749,295,83,19.44,202,278,0.884,0.3938584779706275,0.11081441922563418,7,14.7,38.2,30.2,16.9,0.04961678096006454,0.23275514320290439,0.22670431625655507,9.3,32.8,7.8,7.4
411071000298,97470,33-Town: Remote,2-Eligible for Title I TAS provides TAS program,749,295,83,19.44,202,278,0.884,0.3938584779706275,0.11081441922563418,8,14,38.5,31.7,15.8,0.04961678096006454,0.23275514320290439,0.22670431625655507,9.3,32.8,7.8,7.4
410855000839,97362,31-Town: Fringe,6-Not eligible for either TAS or SWP,180,81,26,11.9,311,794,0.914,0.45,0.14444444444444443,NA,NA,NA,NA,NA,0.022113022113022112,0.2628992628992629,0.1769041769041769,10.3,30.9,8.3,4.5
410933000122,97045,21-Suburb: Large,6-Not eligible for either TAS or SWP,633,83,25,26.71,508,114,0.972,0.13112164296998421,0.03949447077409163,3,31.7,23.1,27.9,17.3,0.0672463768115942,0.18492753623188407,0.15285024154589372,16.9,28.9,5.6,7.9
410933000122,97045,21-Suburb: Large,6-Not eligible for either TAS or SWP,633,83,25,26.71,508,114,0.972,0.13112164296998421,0.03949447077409163,4,39.3,27.4,14.5,18.8,0.0672463768115942,0.18492753623188407,0.15285024154589372,16.9,28.9,5.6,7.9
410933000122,97045,21-Suburb: Large,6-Not eligible for either TAS or SWP,633,83,25,26.71,508,114,0.972,0.13112164296998421,0.03949447077409163,5,25.7,37.1,18.1,19,0.0672463768115942,0.18492753623188407,0.15285024154589372,16.9,28.9,5.6,7.9
410156001654,97520,22-Suburb: Mid-size,5-Eligible for Title I SWP provides SWP program,129,32,10,22.47,220,4476,0.886,0.24806201550387597,0.07751937984496124,3,18.2,27.3,27.3,27.3,0,0.2727272727272727,0.2909090909090909,28.1,12.1,2.3,28
410156001654,97520,22-Suburb: Mid-size,5-Eligible for Title I SWP provides SWP program,129,32,10,22.47,220,4476,0.886,0.24806201550387597,0.07751937984496124,4,53.8,23.1,7.7,15.4,0,0.2727272727272727,0.2909090909090909,28.1,12.1,2.3,28
410156001654,97520,22-Suburb: Mid-size,5-Eligible for Title I SWP provides SWP program,129,32,10,22.47,220,4476,0.886,0.24806201550387597,0.07751937984496124,5,35.7,42.9,21.4,0,0,0.2727272727272727,0.2909090909090909,28.1,12.1,2.3,28
410156001654,97520,22-Suburb: Mid-size,5-Eligible for Title I SWP provides SWP program,129,32,10,22.47,220,4476,0.886,0.24806201550387597,0.07751937984496124,6,61.5,30.8,7.7,0,0,0.2727272727272727,0.2909090909090909,28.1,12.1,2.3,28
410156001654,97520,22-Suburb: Mid-size,5-Eligible for Title I SWP provides SWP program,129,32,10,22.47,220,4476,0.886,0.24806201550387597,0.07751937984496124,7,54.5,27.3,4.5,13.6,0,0.2727272727272727,0.2909090909090909,28.1,12.1,2.3,28
410156001654,97520,22-Suburb: Mid-size,5-Eligible for Title I SWP provides SWP program,129,32,10,22.47,220,4476,0.886,0.24806201550387597,0.07751937984496124,8,46.7,46.7,6.7,0,0,0.2727272727272727,0.2909090909090909,28.1,12.1,2.3,28
411035000277,97756,32-Town: Distant,5-Eligible for Title I SWP provides SWP program,396,157,24,18.04,183,258,0.914,0.39646464646464646,0.06060606060606061,3,5.6,21.1,33.8,39.4,0.11345646437994723,0.1820580474934037,0.17282321899736147,13.4,28.3,6.3,6.1
411035000277,97756,32-Town: Distant,5-Eligible for Title I SWP provides SWP program,396,157,24,18.04,183,258,0.914,0.39646464646464646,0.06060606060606061,4,21.6,18.9,24.3,35.1,0.11345646437994723,0.1820580474934037,0.17282321899736147,13.4,28.3,6.3,6.1
411035000277,97756,32-Town: Distant,5-Eligible for Title I SWP provides SWP program,396,157,24,18.04,183,258,0.914,0.39646464646464646,0.06060606060606061,5,18.2,30.3,22.7,28.8,0.11345646437994723,0.1820580474934037,0.17282321899736147,13.4,28.3,6.3,6.1
410561000144,97027,21-Suburb: Large,5-Eligible for Title I SWP provides SWP program,735,230,78,19.8,256,136,0.972,0.3129251700680272,0.10612244897959183,3,31.1,23,28.1,17.8,0.028079710144927536,0.23278985507246377,0.18568840579710144,13.6,30.6,9.6,5.8
410561000144,97027,21-Suburb: Large,5-Eligible for Title I SWP provides SWP program,735,230,78,19.8,256,136,0.972,0.3129251700680272,0.10612244897959183,4,21.5,32.6,22.2,23.6,0.028079710144927536,0.23278985507246377,0.18568840579710144,13.6,30.6,9.6,5.8
410561000144,97027,21-Suburb: Large,5-Eligible for Title I SWP provides SWP program,735,230,78,19.8,256,136,0.972,0.3129251700680272,0.10612244897959183,5,24.1,30.2,21,24.7,0.028079710144927536,0.23278985507246377,0.18568840579710144,13.6,30.6,9.6,5.8
410682000697,97910,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,17,NA,NA,8.5,187,691,0.891,NA,NA,3,NA,NA,NA,NA,0.020833333333333332,0.31790123456790126,0.32330246913580246,13.6,38.7,1.6,4.7
410682000697,97910,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,17,NA,NA,8.5,187,691,0.891,NA,NA,4,NA,NA,NA,NA,0.020833333333333332,0.31790123456790126,0.32330246913580246,13.6,38.7,1.6,4.7
410682000697,97910,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,17,NA,NA,8.5,187,691,0.891,NA,NA,5,NA,NA,NA,NA,0.020833333333333332,0.31790123456790126,0.32330246913580246,13.6,38.7,1.6,4.7
410682000697,97910,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,17,NA,NA,8.5,187,691,0.891,NA,NA,6,NA,NA,NA,NA,0.020833333333333332,0.31790123456790126,0.32330246913580246,13.6,38.7,1.6,4.7
410682000760,97910,43-Rural: Remote,6-Not eligible for either TAS or SWP,38,NA,NA,7.6,189,712,0.891,NA,NA,7,NA,NA,NA,NA,0.020833333333333332,0.31790123456790126,0.32330246913580246,13.6,38.7,1.6,4.7
